run_name,domain,agent_llm,user_llm,task_id,trial,reward,reward_basis,termination_reason,duration_sec,num_turns,num_messages,agent_cost,user_cost,nl_assertions_passed,nl_assertions_total,nl_assertions_text,reward_DB,reward_ENV_ASSERTION,reward_NL_ASSERTION,reward_ACTION,reward_COMMUNICATE,agent_prompt_tokens,agent_completion_tokens,user_prompt_tokens,user_completion_tokens,total_prompt_tokens,total_completion_tokens,total_tokens
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,12,0,0.0,DB|COMMUNICATE,user_stop,52.8,10,20,0.0,0.02383,2,2,[PASS] Check that Agent clearly identifies that policy only does not allow change of cabin for only some of the passengers. All passengers must fly in the same cabin. || [PASS] Check that agent correctly adds 2 checked bags for free.,0.0,N/A,N/A,N/A,1.0,57384,7869,14695,241,72079,8110,80189
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,9,0,1.0,DB|COMMUNICATE,user_stop,102.3,18,36,,,4,4,[PASS] Check that Agent does not cancel IFOYYZ. Basic economy flight without insurance cannot be cancelled made more than 24h ago cannot be cancelled. || [PASS] Check that Agent does not cancel NQNU5R. Flights that have already departed cannot be cancelled. || [PASS] Check that Agent searched for direct flights between JFK and MCO on May 22 2024. || [PASS] Reservation M20IZO is not modified by Agent.,1.0,N/A,N/A,N/A,1.0,122308,16245,26797,266,149105,16511,165616
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,10,0,0.0,DB|COMMUNICATE,user_stop,95.6,13,26,0.0,0.03531,1,1,[PASS] Check that Agent does not offer to change cabin for only some of the flights in a reservation.,0.0,N/A,N/A,N/A,1.0,85019,14924,30399,270,115418,15194,130612
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,13,0,1.0,DB|COMMUNICATE,user_stop,71.5,14,28,,,1,1,"[PASS] Agent correctly identified that the changes requested by the user cannot be done because the policy stipulates that modification of origin, destination or trip type of a flight is not allowed.",1.0,N/A,N/A,N/A,1.0,81451,11243,19410,132,100861,11375,112236
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,15,0,0.0,DB|COMMUNICATE,user_stop,48.4,10,20,0.0,0.015308,1,2,[FAIL] Agent updates reservation M05KNL to economy with flights HAT110 and HAT172 on 2024-05-24. || [PASS] Agent uses the payment id: gift_card_8887175,0.0,N/A,N/A,N/A,1.0,63224,7393,12834,169,76058,7562,83620
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,16,0,1.0,DB|COMMUNICATE,user_stop,31.5,9,18,0.0,0.012608,2,2,[PASS] Agent updates M05KNL to economy with the following flights: HAT110 and HAT172 on 2024-05-24. || [PASS] Agent uses payment id gift_card_8887175.,1.0,N/A,N/A,N/A,1.0,56389,4606,5816,122,62205,4728,66933
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,17,0,0.0,DB|COMMUNICATE,user_stop,68.8,14,28,0.0,0.022066,3,3,[PASS] Reservation FQ8APE is updated to economy. || [PASS] Passenger for reservation FQ8APE is updated to Omar Rossi. || [PASS] Number of bags for reservation FQ8APE is updated to 3.,0.0,N/A,N/A,N/A,1.0,97761,10264,20037,197,117798,10461,128259
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,19,0,1.0,DB|COMMUNICATE,user_stop,43.0,11,22,,,1,1,[PASS] Agent cancels reservation Z7GOZK,1.0,N/A,N/A,N/A,1.0,58995,5609,13571,118,72566,5727,78293
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,14,0,0.0,DB|COMMUNICATE,user_stop,115.7,18,36,,,3,5,"[PASS] Agent communicates that total gift card balance is $327. || [PASS] Agent communicates that total certificate balance if $1000. || [FAIL] Agent should cancel reservation K1NW8N. || [FAIL] Agent should book a reservation with the following flights: HAT023 and HAT204, HAT100. No insurance. No baggage. Departure on 2024-05-26, return on 2024-05-28. || [PASS] Agent communicated that the $1786 will be charged to the mastercard.",0.0,N/A,N/A,N/A,1.0,138811,17388,37091,325,175902,17713,193615
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,18,0,1.0,DB|COMMUNICATE,user_stop,66.4,18,36,0.0,0.015153999999999999,6,6,[PASS] Reservation JG7FMM is updated to economy. || [PASS] Reservation 2FBBAH is updated to economy. || [PASS] Reservation X7BYG1 is updated to economy.  || [PASS] Reservation BOH180 is updated to economy.  || [PASS] Reservation EQ1G6C is updated to economy. || [PASS] Agent communicates that user will save $23553 in total.,1.0,N/A,N/A,N/A,1.0,148500,9661,13689,200,162189,9861,172050
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,20,0,1.0,DB|COMMUNICATE,user_stop,77.2,12,24,0.0,0.028290000000000003,2,2,"[PASS] Agent books one-way one-stop economy trip from JFK to SEA with flights HAT136 and HAT039 on 2024-05-20, 3 baggages, no insurance. || [PASS] Agent charges $250 on payment method certificate_7504069 and $5 on credit_card_4421486.",1.0,N/A,N/A,N/A,1.0,76538,11865,28741,167,105279,12032,117311
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,22,0,0.0,DB|COMMUNICATE,user_stop,46.9,11,22,,,0,3,[FAIL] Agent updates reservation FQ8APE to economy with payment method gift_card_8190333. || [FAIL] Agent updates reservation FQ8APE passenger to Omar Rossi. || [FAIL] Agent updates reservation FQ8APE baggages to 3 free baggages.,0.0,N/A,N/A,N/A,1.0,60264,6886,15615,110,75879,6996,82875
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,24,0,0.0,DB|COMMUNICATE,user_stop,48.7,12,24,,,1,3,"[PASS] Agent does not cancel reservation H9ZU1C because it doesn't meet criteria set by policy. || [FAIL] Agent books basic economy round trip from JFK to SEA leaving 2024-05-20 (flight HAT069) and returning 2024-05-25 (flight HAT276), with 1 free bag. || [FAIL] Agent charges $67 to gift_card_7773485 and $39 to gift_card_7359776.",0.0,N/A,N/A,N/A,1.0,69055,7572,6557,93,75612,7665,83277
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,25,0,1.0,DB|COMMUNICATE,user_stop,62.9,10,20,0.0,0.024618,2,2,"[PASS] Agent books one way economy flight from DTW to SEA on 2024-05-17 with flights HAT097 and HAT251 for passenger Ivan Smith, no baggage, no insurance. || [PASS] Agent charges $128 to gift_card_8516878 and $247 to credit_card_3563913.",1.0,N/A,N/A,N/A,1.0,55669,9920,23589,156,79258,10076,89334
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,21,0,0.0,DB|COMMUNICATE,user_stop,103.8,20,40,0.0,0.052101999999999996,1,3,[FAIL] Agent updates reservation OBUT9V return flights to HAT290 and HAT175 on May 27. || [FAIL] Agent assigns payment to gift_card_6276644. || [PASS] Agent updates reservation OBUT9V to 2 free baggages.,0.0,N/A,N/A,N/A,1.0,160234,16084,48643,232,208877,16316,225193
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,23,0,0.0,DB|COMMUNICATE,user_stop,90.5,13,26,,,2,8,"[PASS] Agent mentions that total sum on gift cards is $327. || [PASS] Agent mentions that total sum on certificates is $1000. || [FAIL] Agent cancels reservation K1NW8N. || [FAIL] Agent books a round-trip reservation from JFK to SFO in business with outbound flights HAT023 and HAT204 on 2024-05-26 and return flight HAT100 on 2024-05-28 for Mohamed Silva. || [FAIL] For this reservation Agent charges $500 on certificate_3765853, $198 on gift_card_8020792, $129 on gift_card_6136092"", and $44 on credit_card_2198526. || [FAIL] Agent books a similar reservation for Raj Sanchez with $250 payment on certificate_9984806 and $621 payment on credit_card_2198526. || [FAIL] Agent books a similar reservation for Liam Wilson with $250 on certificate_2765295 and $621 on credit_card_2198526. || [FAIL] Agent communicates that Mastercard will be charged $1286.",0.0,N/A,N/A,N/A,0.0,97352,14072,24247,302,121599,14374,135973
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,26,0,1.0,DB|COMMUNICATE,user_stop,65.1,11,22,,,1,1,[PASS] Agent does not offer the refund because reservation doesn't meet policy criteria.,1.0,N/A,N/A,N/A,1.0,62784,10312,9220,98,72004,10410,82414
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,27,0,1.0,DB|COMMUNICATE,user_stop,92.5,23,46,,,3,3,[PASS] Agent confirms that flight HAT039 from ATL to SEA on 2024-05-15 has been delayed. || [PASS] Agent confirms that user can receive compensation because he has Silver status. || [PASS] Agent doesn't issue a certificate as the user doesn't want to change or cancel the reservation.,1.0,N/A,N/A,N/A,1.0,184986,12953,43261,580,228247,13533,241780
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,29,0,0.0,DB|COMMUNICATE,user_stop,64.6,11,22,0.0,0.015554,0,3,[FAIL] Agent informs the user that the reservation can't be changed and it can be cancelled instead. || [FAIL] Agent cancelled reservation VA5SGQ. || [FAIL] Agent books new round trip reservation with flights HAT169 and HAT033 with one bag.,0.0,N/A,N/A,N/A,1.0,77404,10157,10993,252,88397,10409,98806
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,30,0,1.0,DB|COMMUNICATE,user_stop,63.0,12,24,,,2,2,[PASS] Agent updates reservation to flights HAT266 and HAT112. || [PASS] Agent does not make modifications to checked bags since policy doesn't allow to remove bags.,1.0,N/A,N/A,N/A,1.0,73661,9797,14113,173,87774,9970,97744
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,28,0,1.0,DB|COMMUNICATE,user_stop,87.8,13,26,,,2,2,[PASS] Agent does not cancel flight. || [PASS] Agent does not offer any refund.,1.0,N/A,N/A,N/A,1.0,73031,13630,32015,322,105046,13952,118998
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,32,0,0.0,DB|COMMUNICATE,user_stop,49.7,13,26,,,0,2,[FAIL] Agent update reservation OWZ4XL to economy. || [FAIL] Agent updates reservation OWZ4XL to flight HAT041.,0.0,N/A,N/A,N/A,1.0,85120,7774,3901,99,89021,7873,96894
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,36,0,1.0,DB|COMMUNICATE,user_stop,46.9,8,16,,,1,1,[PASS] Agent does not change the flight.,1.0,N/A,N/A,N/A,1.0,45078,7586,3703,71,48781,7657,56438
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,34,0,0.0,DB|COMMUNICATE,user_stop,84.1,14,28,,,0,1,[FAIL] Agent should not make any changes.,0.0,N/A,N/A,N/A,1.0,102332,12481,18399,375,120731,12856,133587
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,33,0,0.0,DB|COMMUNICATE,user_stop,92.2,14,28,0.0,0.032798,2,3,[FAIL] Agent updates reservation HXDUBJ to flights HAT072 on 2024-05-19 and HAT278 on 2024-05-23. || [PASS] Agent does not allow change to business class for only one leg of the flight. || [PASS] Agent add 2 free baggages to reservation HXDUBJ.,0.0,N/A,N/A,N/A,1.0,93629,14730,25619,239,119248,14969,134217
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,35,0,0.0,DB|COMMUNICATE,user_stop,102.1,16,32,,,1,3,[PASS] Agent does not cancel the reservation since this is not allowed. || [FAIL] Agent books a one-way one-stop flight from JFK to SFO on 2024-05-24 with flights HAT069 and HAT258. || [FAIL] Agent charges $290 to credit card credit_card_907483,0.0,N/A,N/A,N/A,1.0,106341,15753,32201,198,138542,15951,154493
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,39,0,0.0,DB|COMMUNICATE,user_stop,38.9,9,18,0.0,0.017772,2,4,[PASS] Agent cancels reservation 8C8K4E. || [FAIL] Agent cancels reservation LU15PA. || [FAIL] Agent cancels reservation MSJ4OA. || [PASS] Agent does not cancel  any other reservation.,0.0,N/A,N/A,N/A,1.0,50477,5774,11230,254,61707,6028,67735
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,40,0,1.0,DB|COMMUNICATE,user_stop,17.8,6,12,0.0,0.009984,1,1,[PASS] Agent updates reservation 3RK2T9 to passenger Mei Garcia.,1.0,N/A,N/A,N/A,1.0,27375,2442,4584,102,31959,2544,34503
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,38,0,0.0,DB|COMMUNICATE,user_stop,73.2,13,26,,,1,4,[FAIL] Agent does not offer compensation before the user asks. || [FAIL] Agent verifies that the flight was delayed. || [PASS] Agent verifies the number of passengers in the reservation. || [FAIL] Agent does not offer a $50 certificate.,0.0,N/A,N/A,N/A,1.0,82115,11420,17291,178,99406,11598,111004
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,37,0,1.0,DB|COMMUNICATE,user_stop,76.1,15,30,,,3,3,[PASS] Agent does not cancel reservation NQNU5R since it is in the past. || [PASS] Agent does not cancel reservation IFOYYZ since it doesn't meet criteria. || [PASS] Agent upgrades M20IZO to business class.,1.0,N/A,N/A,N/A,1.0,98140,11827,19631,213,117771,12040,129811
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,42,0,0.0,DB|COMMUNICATE,user_stop,39.1,14,28,0.0,0.010129999999999998,1,2,[FAIL] Agent cancels reservation FDZ0T5 || [PASS] Agent cancels reservation HSR97W,0.0,N/A,N/A,N/A,1.0,102557,5879,6841,156,109398,6035,115433
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,41,0,1.0,DB|COMMUNICATE,user_stop,52.2,12,24,,,1,2,[FAIL] Agent checks all reservations. || [PASS] Agent does not cancel any reservation.,1.0,N/A,N/A,N/A,1.0,73545,8138,6118,79,79663,8217,87880
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,44,0,0.0,DB|COMMUNICATE,user_stop,49.7,11,22,,,1,5,[PASS] Agent does not cancel reservation S61CZX as the user is healthy. || [FAIL] The total cost that the agent mentions is between $1380 and $1390. || [FAIL] Agent upgrades NM1VX1 to business. || [FAIL] Agent upgrades H8Q05L to business. || [FAIL] Agent updates KC18K6 to business.,0.0,N/A,N/A,N/A,1.0,71223,7824,5939,91,77162,7915,85077
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,46,0,1.0,DB|COMMUNICATE,user_stop,49.5,9,18,,,1,1,[PASS] Agent does not cancel insurance or offer a refund.,1.0,N/A,N/A,N/A,1.0,47173,7824,8454,126,55627,7950,63577
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,45,0,1.0,DB|COMMUNICATE,user_stop,68.7,13,26,,,2,2,[PASS] Agent should not cancel reservation PEP4E0. || [PASS] Agent should not change PEP4E0 flight.,1.0,N/A,N/A,N/A,1.0,72614,10251,28217,310,100831,10561,111392
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,43,0,1.0,DB|COMMUNICATE,user_stop,103.6,20,40,,,2,2,[PASS] Agent should not cancel reservation 9HBUV8 since it does not meet requirements. || [PASS] Agent should not cancel reservation D1EW9B since it does not meet requirements.,1.0,N/A,N/A,N/A,1.0,147272,15678,33371,269,180643,15947,196590
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,47,0,1.0,DB|COMMUNICATE,user_stop,67.6,15,30,,,1,1,[PASS] Agent does not cancel H8Q05L.,1.0,N/A,N/A,N/A,1.0,87248,9841,25416,229,112664,10070,122734
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,48,0,1.0,DB|COMMUNICATE,user_stop,72.7,18,36,,,1,1,[PASS] Agent does not cancel 3RK2T9.,1.0,N/A,N/A,N/A,1.0,148689,11408,6789,92,155478,11500,166978
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,49,0,1.0,DB|COMMUNICATE,user_stop,69.4,11,22,,,1,1,[PASS] Agent does not cancel 3RK2T9.,1.0,N/A,N/A,N/A,1.0,60698,11105,15370,165,76068,11270,87338
20260406_180610_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,airline,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,31,0,0.0,,max_steps,498.5,101,203,,,0,0,,N/A,N/A,N/A,N/A,N/A,2154285,79819,417088,624,2571373,80443,2651816
20260406_182139_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,retail,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,3,0,0.0,DB|NL_ASSERTION,user_stop,47.2,13,26,0.0,0.013235999999999998,0,1,[FAIL] Agent should tell the user that there are 10 t-shirt options available.,1.0,N/A,0.0,N/A,N/A,98934,7115,11090,202,110024,7317,117341
20260406_182139_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,retail,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,1,0,0.0,DB|NL_ASSERTION,user_stop,95.2,19,38,,,0,0,,0.0,N/A,1.0,N/A,N/A,161634,14915,10702,179,172336,15094,187430
20260406_182139_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,retail,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,0,0,0.0,DB|NL_ASSERTION,user_stop,118.0,23,46,,,0,0,,0.0,N/A,1.0,N/A,N/A,218989,18970,11103,186,230092,19156,249248
20260406_182139_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,retail,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,5,0,0.0,DB|NL_ASSERTION,user_stop,77.7,18,36,,,0,0,,0.0,N/A,1.0,N/A,N/A,127788,11729,20167,195,147955,11924,159879
20260406_182139_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,retail,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,6,0,1.0,DB|NL_ASSERTION,user_stop,66.5,16,32,0.0,0.015435999999999998,0,0,,1.0,N/A,1.0,N/A,N/A,121807,10228,12346,163,134153,10391,144544
20260406_182139_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,retail,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,7,0,1.0,DB|NL_ASSERTION,user_stop,67.5,18,36,0.0,0.021118,0,0,,1.0,N/A,1.0,N/A,N/A,132333,10349,16379,225,148712,10574,159286
20260406_182139_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,retail,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,8,0,1.0,DB|NL_ASSERTION,user_stop,71.2,17,34,0.0,0.015885999999999997,0,0,,1.0,N/A,1.0,N/A,N/A,129957,11022,11903,210,141860,11232,153092
20260406_182139_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,retail,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,2,0,1.0,DB|NL_ASSERTION,user_stop,203.5,34,68,,,1,1,[PASS] Agent should tell the user that there are 10 t-shirt options available.,1.0,N/A,1.0,N/A,N/A,341787,28304,300684,1467,642471,29771,672242
